variable,timescale,region,year,sum,unit
BA_Total,yearly_jj,SWS,2001,1.482,thousand_km2
BA_Total,yearly_jj,SWS,2002,5.011,thousand_km2
BA_Total,yearly_jj,SWS,2003,5.901,thousand_km2
BA_Total,yearly_jj,SWS,2004,6.528,thousand_km2
BA_Total,yearly_jj,SWS,2005,6.431,thousand_km2
BA_Total,yearly_jj,SWS,2006,3.358,thousand_km2
BA_Total,yearly_jj,SWS,2007,5.198,thousand_km2
BA_Total,yearly_jj,SWS,2008,4.979,thousand_km2
BA_Total,yearly_jj,SWS,2009,4.67,thousand_km2
BA_Total,yearly_jj,SWS,2010,4.349,thousand_km2
BA_Total,yearly_jj,SWS,2011,5.481,thousand_km2
BA_Total,yearly_jj,SWS,2012,6.766,thousand_km2
BA_Total,yearly_jj,SWS,2013,2.767,thousand_km2
BA_Total,yearly_jj,SWS,2014,7.189,thousand_km2
BA_Total,yearly_jj,SWS,2015,15.569,thousand_km2
BA_Total,yearly_jj,SWS,2016,4.845,thousand_km2
BA_Total,yearly_jj,SWS,2017,25.612,thousand_km2
BA_Total,yearly_jj,SWS,2018,3.193,thousand_km2
BA_Total,yearly_jj,SWS,2019,6.59,thousand_km2
BA_Total,yearly_jj,SWS,2020,8.331,thousand_km2
BA_Total,yearly_jj,SWS,2021,6.083,thousand_km2
BA_Total,yearly_jj,SWS,2022,7.033,thousand_km2
BA_Total,yearly_jj,SWS,2023,21.989,thousand_km2
BA_Total,yearly_jj,SWS,2024,3.35,thousand_km2
