variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
BA_Total,monthly,CAF,2001,517.023,169.191,43.376,62.246,260.249,372.899,311.934,284.406,53.314,156.495,457.876,872.289,thousand_km2
BA_Total,monthly,CAF,2002,442.627,197.499,62.377,29.493,316.237,297.924,407.522,361.194,69.23,135.052,405.959,838.897,thousand_km2
BA_Total,monthly,CAF,2003,815.561,232.322,70.207,72.108,421.599,332.927,527.124,299.382,79.94,139.929,414.622,1082.933,thousand_km2
BA_Total,monthly,CAF,2004,457.819,311.444,95.958,57.465,455.278,468.09,473.944,262.634,72.709,202.627,496.468,896.635,thousand_km2
BA_Total,monthly,CAF,2005,602.92,245.118,55.452,109.778,190.738,445.611,624.402,295.652,103.557,176.881,736.046,796.973,thousand_km2
BA_Total,monthly,CAF,2006,568.705,146.367,90.652,74.632,255.885,546.807,497.506,355.365,77.905,105.541,519.263,972.874,thousand_km2
BA_Total,monthly,CAF,2007,612.315,260.501,106.756,65.725,300.621,321.367,518.456,276.232,107.923,189.734,427.424,880.803,thousand_km2
BA_Total,monthly,CAF,2008,562.82,290.348,73.7,60.816,234.127,464.729,518.648,266.411,75.537,170.722,722.065,768.84,thousand_km2
BA_Total,monthly,CAF,2009,386.719,147.357,60.33,97.567,127.036,424.475,582.278,342.4,112.788,114.315,325.331,894.169,thousand_km2
BA_Total,monthly,CAF,2010,534.888,192.967,112.071,84.333,249.867,433.093,495.052,369.996,75.354,64.022,361.917,908.847,thousand_km2
BA_Total,monthly,CAF,2011,493.458,253.547,123.635,43.735,227.673,383.778,455.717,384.468,108.561,86.186,404.045,901.63,thousand_km2
BA_Total,monthly,CAF,2012,503.523,226.979,76.106,82.161,236.878,455.816,481.525,255.918,64.225,120.659,346.689,667.792,thousand_km2
BA_Total,monthly,CAF,2013,576.428,194.803,54.288,52.826,267.516,498.617,486.313,304.065,72.249,133.927,408.135,642.437,thousand_km2
BA_Total,monthly,CAF,2014,457.189,166.003,56.059,29.671,237.79,432.579,542.154,248.136,80.218,83.891,346.23,667.335,thousand_km2
BA_Total,monthly,CAF,2015,447.709,180.29,50.895,68.821,190.575,361.993,577.286,322.455,105.105,75.299,398.685,630.749,thousand_km2
BA_Total,monthly,CAF,2016,624.857,168.496,25.742,48.794,273.928,522.898,463.938,297.223,52.319,200.649,412.532,737.504,thousand_km2
BA_Total,monthly,CAF,2017,378.196,165.325,66.578,49.196,296.751,467.759,456.911,302.394,81.874,159.159,378.318,647.384,thousand_km2
BA_Total,monthly,CAF,2018,350.211,191.909,123.286,36.317,94.712,496.542,514.358,304.824,60.653,122.391,407.574,689.729,thousand_km2
BA_Total,monthly,CAF,2019,435.974,140.42,91.956,54.61,150.721,528.692,543.411,267.668,43.923,37.417,306.585,590.389,thousand_km2
BA_Total,monthly,CAF,2020,523.772,246.136,89.101,54.753,226.243,459.13,521.133,241.016,114.112,117.745,301.0,595.923,thousand_km2
BA_Total,monthly,CAF,2021,512.46,264.939,77.536,53.67,222.844,439.035,530.056,275.116,59.1,127.56,359.167,490.134,thousand_km2
BA_Total,monthly,CAF,2022,444.706,248.824,77.426,47.507,203.796,484.955,514.732,312.756,64.981,98.238,252.499,647.682,thousand_km2
BA_Total,monthly,CAF,2023,361.826,246.71,57.648,35.926,180.697,321.592,594.968,302.945,87.377,132.858,197.19,441.014,thousand_km2
BA_Total,monthly,CAF,2024,541.061,225.363,,,,,,,,,,,thousand_km2
