variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Forest,monthly,NEN,2002,0.0,0.0,0.0,0.0,0.014,5.676,8.011,0.03,0.0,0.002,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEN,2003,0.0,0.0,0.0,0.0,0.011,4.854,1.305,2.591,0.294,0.026,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEN,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.127,0.001,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEN,2005,0.0,0.0,0.0,0.0,0.013,1.596,2.223,0.034,0.0,0.007,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEN,2006,0.0,0.0,0.0,0.002,0.055,4.49,2.256,0.037,0.597,0.003,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEN,2007,0.0,0.0,0.0,0.001,0.055,3.171,2.202,0.008,0.0,0.001,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEN,2008,0.0,0.0,0.0,0.0,0.083,1.634,1.824,0.685,0.006,0.046,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEN,2009,0.0,0.0,0.0,0.0,0.0,1.621,0.406,0.0,0.0,0.001,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEN,2010,0.0,0.0,0.0,0.002,0.192,6.104,6.064,2.464,0.006,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEN,2011,0.0,0.0,0.0,0.0,0.001,1.61,5.656,0.258,1.151,0.268,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEN,2012,0.0,0.0,0.041,0.005,0.067,1.485,4.857,0.373,0.014,0.004,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEN,2013,0.0,0.0,0.0,0.0,0.047,14.113,25.959,2.145,0.07,0.003,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEN,2014,0.0,0.0,0.0,0.0,0.048,0.286,0.318,1.507,0.012,0.002,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEN,2015,0.0,0.0,0.0,0.0,0.039,1.226,5.474,0.008,0.007,0.004,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEN,2016,0.0,0.0,0.0,0.002,0.311,0.035,0.185,0.0,0.0,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEN,2017,0.0,0.0,0.0,0.0,0.001,0.114,0.852,7.373,3.761,0.008,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEN,2018,0.0,0.0,0.0,0.099,0.089,1.233,2.606,0.698,0.023,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEN,2019,0.0,0.0,0.0,0.001,0.011,0.904,2.841,0.044,0.002,0.0,0.0,0.001,thousand_tonnes_C
Cem_Forest,monthly,NEN,2020,0.0,0.0,0.0,0.0,0.004,0.063,0.042,0.127,0.0,0.001,0.0,0.0,thousand_tonnes_C
