variable,timescale,region,year,sum,unit
BA_Forest,seasonal_mam,SEAF,2001,4.393,thousand_km2
BA_Forest,seasonal_mam,SEAF,2002,7.681,thousand_km2
BA_Forest,seasonal_mam,SEAF,2003,16.156,thousand_km2
BA_Forest,seasonal_mam,SEAF,2004,13.729,thousand_km2
BA_Forest,seasonal_mam,SEAF,2005,18.695,thousand_km2
BA_Forest,seasonal_mam,SEAF,2006,2.633,thousand_km2
BA_Forest,seasonal_mam,SEAF,2007,6.344,thousand_km2
BA_Forest,seasonal_mam,SEAF,2008,5.001,thousand_km2
BA_Forest,seasonal_mam,SEAF,2009,1.37,thousand_km2
BA_Forest,seasonal_mam,SEAF,2010,7.554,thousand_km2
BA_Forest,seasonal_mam,SEAF,2011,5.485,thousand_km2
BA_Forest,seasonal_mam,SEAF,2012,16.716,thousand_km2
BA_Forest,seasonal_mam,SEAF,2013,6.831,thousand_km2
BA_Forest,seasonal_mam,SEAF,2014,2.444,thousand_km2
BA_Forest,seasonal_mam,SEAF,2015,5.32,thousand_km2
BA_Forest,seasonal_mam,SEAF,2016,3.982,thousand_km2
BA_Forest,seasonal_mam,SEAF,2017,4.826,thousand_km2
BA_Forest,seasonal_mam,SEAF,2018,1.257,thousand_km2
BA_Forest,seasonal_mam,SEAF,2019,7.857,thousand_km2
BA_Forest,seasonal_mam,SEAF,2020,2.695,thousand_km2
BA_Forest,seasonal_mam,SEAF,2021,3.703,thousand_km2
BA_Forest,seasonal_mam,SEAF,2022,4.987,thousand_km2
BA_Forest,seasonal_mam,SEAF,2023,1.739,thousand_km2
BA_Forest,seasonal_mam,SEAF,2024,0.0,thousand_km2
