variable,timescale,region,year,sum,unit
BA_Total,yearly,SSA,2001,23.492,thousand_km2
BA_Total,yearly,SSA,2002,7.402,thousand_km2
BA_Total,yearly,SSA,2003,10.721,thousand_km2
BA_Total,yearly,SSA,2004,1.462,thousand_km2
BA_Total,yearly,SSA,2005,2.192,thousand_km2
BA_Total,yearly,SSA,2006,0.66,thousand_km2
BA_Total,yearly,SSA,2007,0.628,thousand_km2
BA_Total,yearly,SSA,2008,1.097,thousand_km2
BA_Total,yearly,SSA,2009,0.406,thousand_km2
BA_Total,yearly,SSA,2010,0.025,thousand_km2
BA_Total,yearly,SSA,2011,1.299,thousand_km2
BA_Total,yearly,SSA,2012,0.467,thousand_km2
BA_Total,yearly,SSA,2013,0.753,thousand_km2
BA_Total,yearly,SSA,2014,1.656,thousand_km2
BA_Total,yearly,SSA,2015,1.653,thousand_km2
BA_Total,yearly,SSA,2016,8.438,thousand_km2
BA_Total,yearly,SSA,2017,3.86,thousand_km2
BA_Total,yearly,SSA,2018,2.018,thousand_km2
BA_Total,yearly,SSA,2019,2.222,thousand_km2
BA_Total,yearly,SSA,2020,2.198,thousand_km2
BA_Total,yearly,SSA,2021,0.222,thousand_km2
BA_Total,yearly,SSA,2022,4.857,thousand_km2
BA_Total,yearly,SSA,2023,1.396,thousand_km2
BA_Total,yearly,SSA,2024,0.213,thousand_km2
