variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Total,monthly,SCA,2002,0.276,0.411,1.679,4.41,4.53,0.019,0.013,0.023,0.013,0.007,0.088,0.196,thousand_tonnes_C
Cem_Total,monthly,SCA,2003,0.358,0.594,9.299,5.76,21.23,0.149,0.021,0.029,0.013,0.001,0.064,0.23,thousand_tonnes_C
Cem_Total,monthly,SCA,2004,0.179,0.347,0.98,2.243,0.683,0.074,0.027,0.056,0.015,0.013,0.149,0.302,thousand_tonnes_C
Cem_Total,monthly,SCA,2005,0.376,1.093,7.738,8.251,5.142,0.604,0.004,0.0,0.001,0.0,0.061,0.187,thousand_tonnes_C
Cem_Total,monthly,SCA,2006,0.329,0.441,1.271,3.501,7.48,0.021,0.0,0.0,0.0,0.0,0.077,0.125,thousand_tonnes_C
Cem_Total,monthly,SCA,2007,0.288,0.528,0.98,3.618,6.715,0.542,0.264,0.025,0.002,0.017,0.098,0.217,thousand_tonnes_C
Cem_Total,monthly,SCA,2008,0.761,0.365,1.128,2.689,5.574,0.108,0.009,0.017,0.008,0.006,0.113,0.235,thousand_tonnes_C
Cem_Total,monthly,SCA,2009,0.265,0.474,1.936,8.198,4.037,0.179,0.091,0.026,0.035,0.01,0.15,0.18,thousand_tonnes_C
Cem_Total,monthly,SCA,2010,0.288,0.438,2.253,1.443,2.738,0.425,0.001,0.0,0.001,0.015,0.1,0.22,thousand_tonnes_C
Cem_Total,monthly,SCA,2011,0.299,0.388,1.278,7.398,6.725,0.514,0.005,0.014,0.002,0.011,0.117,0.228,thousand_tonnes_C
Cem_Total,monthly,SCA,2012,0.156,0.292,0.773,2.158,1.654,0.049,0.01,0.004,0.0,0.017,0.215,0.303,thousand_tonnes_C
Cem_Total,monthly,SCA,2013,0.226,0.691,2.45,4.818,5.814,0.077,0.023,0.012,0.0,0.0,0.083,0.17,thousand_tonnes_C
Cem_Total,monthly,SCA,2014,0.224,0.25,0.825,2.742,0.905,0.012,0.039,0.032,0.0,0.0,0.188,0.233,thousand_tonnes_C
Cem_Total,monthly,SCA,2015,0.268,0.447,1.089,3.578,4.283,0.077,0.073,0.081,0.004,0.003,0.083,0.26,thousand_tonnes_C
Cem_Total,monthly,SCA,2016,0.222,0.72,0.8,4.607,5.574,0.188,0.075,0.023,0.0,0.004,0.12,0.243,thousand_tonnes_C
Cem_Total,monthly,SCA,2017,0.625,0.854,2.791,5.276,2.173,0.026,0.001,0.006,0.004,0.003,0.132,0.315,thousand_tonnes_C
Cem_Total,monthly,SCA,2018,0.338,0.513,1.79,3.031,1.189,0.189,0.137,0.048,0.022,0.007,0.198,0.244,thousand_tonnes_C
Cem_Total,monthly,SCA,2019,0.34,0.544,2.66,6.009,6.033,0.242,0.087,0.102,0.069,0.005,0.199,0.273,thousand_tonnes_C
Cem_Total,monthly,SCA,2020,0.351,0.443,1.484,14.133,4.557,0.223,0.023,0.007,0.003,0.014,0.069,0.269,thousand_tonnes_C
