variable,timescale,region,year,sum,unit
BA_Total,seasonal_djf,CAF,2001,0.0,thousand_km2
BA_Total,seasonal_djf,CAF,2002,1512.415,thousand_km2
BA_Total,seasonal_djf,CAF,2003,1886.78,thousand_km2
BA_Total,seasonal_djf,CAF,2004,1852.196,thousand_km2
BA_Total,seasonal_djf,CAF,2005,1744.673,thousand_km2
BA_Total,seasonal_djf,CAF,2006,1512.045,thousand_km2
BA_Total,seasonal_djf,CAF,2007,1845.69,thousand_km2
BA_Total,seasonal_djf,CAF,2008,1733.971,thousand_km2
BA_Total,seasonal_djf,CAF,2009,1302.916,thousand_km2
BA_Total,seasonal_djf,CAF,2010,1622.024,thousand_km2
BA_Total,seasonal_djf,CAF,2011,1655.852,thousand_km2
BA_Total,seasonal_djf,CAF,2012,1632.132,thousand_km2
BA_Total,seasonal_djf,CAF,2013,1439.023,thousand_km2
BA_Total,seasonal_djf,CAF,2014,1265.629,thousand_km2
BA_Total,seasonal_djf,CAF,2015,1295.334,thousand_km2
BA_Total,seasonal_djf,CAF,2016,1424.102,thousand_km2
BA_Total,seasonal_djf,CAF,2017,1281.025,thousand_km2
BA_Total,seasonal_djf,CAF,2018,1189.504,thousand_km2
BA_Total,seasonal_djf,CAF,2019,1266.123,thousand_km2
BA_Total,seasonal_djf,CAF,2020,1360.297,thousand_km2
BA_Total,seasonal_djf,CAF,2021,1373.322,thousand_km2
BA_Total,seasonal_djf,CAF,2022,1183.664,thousand_km2
BA_Total,seasonal_djf,CAF,2023,1256.218,thousand_km2
BA_Total,seasonal_djf,CAF,2024,1207.438,thousand_km2
