variable,timescale,region,year,sum,unit
BA_Total,seasonal_jja,NAU,2001,757.493,thousand_km2
BA_Total,seasonal_jja,NAU,2002,396.594,thousand_km2
BA_Total,seasonal_jja,NAU,2003,233.819,thousand_km2
BA_Total,seasonal_jja,NAU,2004,429.026,thousand_km2
BA_Total,seasonal_jja,NAU,2005,271.712,thousand_km2
BA_Total,seasonal_jja,NAU,2006,407.029,thousand_km2
BA_Total,seasonal_jja,NAU,2007,412.173,thousand_km2
BA_Total,seasonal_jja,NAU,2008,290.148,thousand_km2
BA_Total,seasonal_jja,NAU,2009,255.86,thousand_km2
BA_Total,seasonal_jja,NAU,2010,305.742,thousand_km2
BA_Total,seasonal_jja,NAU,2011,546.423,thousand_km2
BA_Total,seasonal_jja,NAU,2012,555.65,thousand_km2
BA_Total,seasonal_jja,NAU,2013,290.222,thousand_km2
BA_Total,seasonal_jja,NAU,2014,486.255,thousand_km2
BA_Total,seasonal_jja,NAU,2015,313.192,thousand_km2
BA_Total,seasonal_jja,NAU,2016,287.737,thousand_km2
BA_Total,seasonal_jja,NAU,2017,313.358,thousand_km2
BA_Total,seasonal_jja,NAU,2018,305.022,thousand_km2
BA_Total,seasonal_jja,NAU,2019,317.254,thousand_km2
BA_Total,seasonal_jja,NAU,2020,230.694,thousand_km2
BA_Total,seasonal_jja,NAU,2021,256.278,thousand_km2
BA_Total,seasonal_jja,NAU,2022,325.79,thousand_km2
BA_Total,seasonal_jja,NAU,2023,275.76,thousand_km2
BA_Total,seasonal_jja,NAU,2024,0.0,thousand_km2
