variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
BA_Total,monthly,ESAF,2001,4.833,0.586,0.913,1.663,34.052,301.965,167.225,770.015,720.074,253.623,30.229,1.701,thousand_km2
BA_Total,monthly,ESAF,2002,2.328,8.332,22.525,44.807,112.679,134.219,390.708,481.883,571.185,396.001,82.311,6.744,thousand_km2
BA_Total,monthly,ESAF,2003,5.006,2.18,2.683,9.004,58.675,91.975,252.082,757.588,615.473,513.54,44.548,7.395,thousand_km2
BA_Total,monthly,ESAF,2004,2.667,0.533,0.228,1.504,39.465,123.567,283.177,604.66,789.465,405.907,53.839,1.788,thousand_km2
BA_Total,monthly,ESAF,2005,3.047,1.908,4.221,52.373,220.606,228.394,338.427,783.687,583.657,268.387,60.907,7.787,thousand_km2
BA_Total,monthly,ESAF,2006,0.345,0.033,0.364,1.842,39.761,90.798,276.079,586.399,758.573,442.991,76.082,5.939,thousand_km2
BA_Total,monthly,ESAF,2007,2.297,3.005,10.813,4.559,74.23,199.07,363.889,670.004,736.345,297.892,36.373,1.428,thousand_km2
BA_Total,monthly,ESAF,2008,0.324,2.666,1.101,8.004,64.439,172.748,295.6,677.968,1076.794,301.895,49.851,5.002,thousand_km2
BA_Total,monthly,ESAF,2009,0.385,0.158,1.246,5.255,33.12,160.968,252.201,544.975,858.715,352.607,46.716,3.311,thousand_km2
BA_Total,monthly,ESAF,2010,3.856,0.764,1.407,2.044,37.89,114.237,230.188,649.459,1070.667,535.855,54.732,3.52,thousand_km2
BA_Total,monthly,ESAF,2011,0.48,0.844,4.846,3.937,43.284,160.676,370.119,574.837,926.35,299.348,65.318,4.68,thousand_km2
BA_Total,monthly,ESAF,2012,1.12,1.79,3.137,13.746,83.401,212.966,317.042,724.522,707.315,286.823,41.371,1.511,thousand_km2
BA_Total,monthly,ESAF,2013,1.249,0.723,1.989,8.717,98.818,205.885,267.086,775.64,800.654,181.348,64.022,5.108,thousand_km2
BA_Total,monthly,ESAF,2014,0.343,0.202,0.691,5.996,46.361,144.115,285.128,581.47,758.638,432.316,71.992,5.213,thousand_km2
BA_Total,monthly,ESAF,2015,0.559,1.127,2.402,8.071,44.856,122.795,299.396,638.397,821.563,332.243,87.923,7.026,thousand_km2
BA_Total,monthly,ESAF,2016,2.384,0.947,0.817,5.602,39.458,121.715,274.834,546.509,765.98,302.816,47.863,1.527,thousand_km2
BA_Total,monthly,ESAF,2017,0.289,0.411,1.394,1.651,15.279,65.731,190.448,560.677,765.427,414.723,33.021,4.14,thousand_km2
BA_Total,monthly,ESAF,2018,4.54,0.2,0.522,1.977,14.01,85.78,225.052,683.833,881.767,206.469,55.914,7.876,thousand_km2
BA_Total,monthly,ESAF,2019,1.376,0.493,3.893,7.906,67.908,127.524,326.856,631.369,683.359,248.587,35.088,3.906,thousand_km2
BA_Total,monthly,ESAF,2020,0.665,0.308,1.402,5.628,48.733,137.986,332.066,466.712,731.201,156.897,45.308,2.766,thousand_km2
BA_Total,monthly,ESAF,2021,0.596,0.271,1.288,4.792,30.9,116.595,238.363,562.969,634.857,317.96,109.537,18.003,thousand_km2
BA_Total,monthly,ESAF,2022,1.825,1.403,1.979,3.075,16.063,60.99,150.031,624.083,705.833,652.617,44.156,2.345,thousand_km2
BA_Total,monthly,ESAF,2023,1.601,0.861,1.287,10.044,47.507,142.584,254.113,522.18,704.732,314.101,36.776,10.69,thousand_km2
BA_Total,monthly,ESAF,2024,0.821,4.175,,,,,,,,,,,thousand_km2
