variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Forest,monthly,NEU,2002,0.0,0.0,0.036,0.022,0.0,0.0,0.001,0.05,0.111,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEU,2003,0.0,0.006,0.008,0.147,0.0,0.001,0.005,0.02,0.0,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEU,2004,0.0,0.0,0.008,0.019,0.001,0.0,0.001,0.007,0.001,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEU,2005,0.0,0.0,0.0,0.035,0.0,0.001,0.011,0.004,0.001,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEU,2006,0.0,0.0,0.003,0.171,0.027,0.021,0.109,0.115,0.009,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEU,2007,0.0,0.0,0.092,0.025,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEU,2008,0.0,0.0,0.001,0.124,0.004,0.034,0.0,0.0,0.0,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEU,2009,0.0,0.0,0.001,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEU,2010,0.0,0.0,0.005,0.056,0.008,0.0,0.0,0.015,0.001,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEU,2011,0.0,0.0,0.0,0.062,0.018,0.011,0.107,0.008,0.001,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEU,2012,0.0,0.0,0.002,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEU,2013,0.0,0.0,0.0,0.07,0.001,0.014,0.0,0.009,0.0,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEU,2014,0.0,0.0,0.002,0.021,0.0,0.0,0.017,0.204,0.0,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEU,2015,0.0,0.001,0.022,0.019,0.0,0.0,0.004,0.001,0.0,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEU,2016,0.0,0.0,0.004,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEU,2017,0.0,0.0,0.0,0.003,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEU,2018,0.0,0.0,0.0,0.034,0.002,0.005,0.161,0.026,0.0,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEU,2019,0.0,0.0,0.002,0.048,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NEU,2020,0.0,0.0,0.003,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thousand_tonnes_C
